cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio
33717166529,NAVE- NIÑEZ Y ADOLESCENCIA VIOLENTADA Y EXCLUIDA,2019-08-09-00:00,FUNDACION,2021-06-01-22:19,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUAN,1886,,, 1406,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUAN,1886,,, 1406,DECLARADO
33717166669,COOP DE TRABAJO UNIDA PRESIDENTE PERON LTDA,2020-03-12-00:00,COOPERATIVA,2021-06-03-22:00,,BUENOS AIRES,GUERNICA,20,329,,, 1862,DECLARADO,BUENOS AIRES,GUERNICA,20,329,,, 1862,DECLARADO
33717166839,MPC SOCIEDAD DE TIERRAS SAS,2020-07-12-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-14-10:27,,SALTA,CHICOANA,FINCA LAS LAJAS,3,,, 4423,DECLARADO,SALTA,CHICOANA,FINCA LAS LAJAS,4,,, 4423,DECLARADO
33717167029,CRIANSEROS S.A.S.,2021-05-07-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-04-08:17,,CORDOBA,CERRO DE LAS ROSAS            *,FADER FERNANDO,4411,PA,D, 5009,DECLARADO,CORDOBA,CERRO DE LAS ROSAS            *,FADER FERNANDO,4411,PA,D, 5009,DECLARADO
33717167339,PERLAS DEL SUR S.A.S.,2021-05-20-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-14:33,,CORDOBA,LABOULAYE,ALBERDI JUAN BAUTISTA,42,,, 6120,DECLARADO,CORDOBA,LABOULAYE,ALBERDI JUAN BAUTISTA,42,,, 6120,DECLARADO
33717167479,GI-GI S.A.S.,2021-05-21-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-09-10:37,,CORDOBA,VILLA DOLORES,ITALIA,220,,, 5870,CONFIRMADO,CORDOBA,VILLA DOLORES,COSTANERA NORTE,344,,, 5870,DECLARADO
33717167509,FRANCISCO 1º RACING TEAM S.A.,2021-05-06-00:00,SOCIEDAD ANONIMA,2021-05-27-12:31,,CORDOBA,RIO CUARTO,SAN MARTIN,1151,,, 5800,DECLARADO,CORDOBA,RIO CUARTO,SAN MARTIN,1151,,, 5800,DECLARADO
33717167649,LOS AROMOS PERGAMINO,2021-03-05-16:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-14:33,,BUENOS AIRES,PERGAMINO,9 DE JULIO,1931,,, 2700,DECLARADO,BUENOS AIRES,PERGAMINO,9 DE JULIO,1931,,, 2700,DECLARADO
33717167789,LLUC S.A.S.,2021-05-03-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-05-27-11:54,,CORDOBA,BARRIO CENTRO AMERICA,AYACUCHO,163,6,D, 5000,DECLARADO,CORDOBA,BARRIO CENTRO AMERICA,AYACUCHO,163,6,D, 5000,DECLARADO
33717167819,INDEPENDIA,2021-04-14-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-27-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOCAYUVA QUINTINO,411,9,A, 1181,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOCAYUVA QUINTINO,411,9,A, 1181,DECLARADO
33717167959,GRUPO 99 BIENES RAICES,2021-04-12-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-27-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTADOR DEL AV.,774,8,F, 1001,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTADOR DEL AV.,774,8,F, 1001,DECLARADO
33717168009,CODING APPS S. A.,2021-03-05-00:00,SOCIEDAD ANONIMA,2021-06-01-19:47,,BUENOS AIRES,MAR DEL PLATA NORTE,INDEPENDENCIA,930,2,, 7600,DECLARADO POR INTERNET,BUENOS AIRES,MAR DEL PLATA NORTE,INDEPENDENCIA,930,2,, 7600,DECLARADO POR INTERNET
33717168149,C.E.O.S CONSTRUCCIONES,2019-12-15-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-05-27-08:12,,BUENOS AIRES,MONTE GRANDE,MAXIMO PAZ,11,,, 1842,DECLARADO,BUENOS AIRES,MONTE GRANDE,MAXIMO PAZ,11,,, 1842,DECLARADO
33717168289,PETCITY S.A.,2021-04-05-12:00,SOCIEDAD ANONIMA,2021-06-07-21:25,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,4359,0,0, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,4359,,, 1425,DECLARADO
33717168459,MBF S.A.S.,2020-11-18-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-05-27-08:12,,TUCUMAN,YERBA BUENA,AV.ACONQUIJA,996,,, 4107,DECLARADO,TUCUMAN,YERBA BUENA,AVENIDA ACONQUIJA,996,,, 4107,DECLARADO
33717168599,GANADERA SANTA ANA S.A.,2021-04-01-00:00,SOCIEDAD ANONIMA,2021-06-14-19:01,,CORRIENTES,CURUZU CUATIA,DR. POZZI,646,,, 3460,DECLARADO,CORRIENTES,CURUZU CUATIA,DR. POZZI,646,,, 3460,DECLARADO
33717168629,WAKI LOGISTICA SOCIEDAD POR ACCIONES SIMPLIFICADA,2021-05-17-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-16:07,,CORDOBA,ARROYITO,GENERAL PAZ,2140,,, 2434,DECLARADO,CORDOBA,ARROYITO,GENERAL PAZ,2140,,, 2434,DECLARADO
33717168769,METALURGICA PH,2021-05-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-28-08:18,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTES DE OCA MANUEL,1728,3,N, 1270,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTES DE OCA MANUEL,1728,3,N, 1270,DECLARADO
33717169099,PIEDRA HUARPE S.A.S.,2021-05-13-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-05-28-09:12,,MENDOZA,CORONEL DORREGO,GUILLERMO MOLINA,1072,,, 5519,DECLARADO,MENDOZA,CORONEL DORREGO,GUILLERMO MOLINA,1072,,, 5519,DECLARADO
33717169129,5 ESTRELLAS CBA S.A.S.,2021-05-21-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-05-31-04:32,,CORDOBA,BARRIO BETANIA                *,SAN JUDAS TADEO,8700,,, 5021,DECLARADO,CORDOBA,BARRIO BETANIA                *,SAN JUDAS TADEO,8700,,, 5021,DECLARADO
33717169269,INTEGRACARD S.A.,2021-05-06-00:00,SOCIEDAD ANONIMA,2021-05-31-04:32,,CORDOBA,BARRIO ALTA CORDOBA,ARELLANO,1043,,, 5001,DECLARADO,CORDOBA,BARRIO ALTA CORDOBA,ARELLANO,1043,,, 5001,DECLARADO
33717169579,SEDBA,2021-02-12-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-28-08:18,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,4440,PB,A, 1197,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,4440,PB,A, 1197,DECLARADO
33717169609,MUNDO GRETA INDUSTRIA GRAFICA S.R.L,2021-04-29-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-15-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LLAVALLOL,4915,,, 1419,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LLAVALLOL,4915,,, 1419,DECLARADO
33717169749,TAO CORDOBA S.A.S.,2021-05-13-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-12-08:10,,CORDOBA,BARRIO NUEVA CORDOBA          *,OBISPO TREJO,1131,1,A, 5000,DECLARADO,CORDOBA,BARRIO NUEVA CORDOBA          *,OBISPO TREJO,1131,1,A, 5000,DECLARADO
33717169889,GRUPO RCH TECH,2021-05-13-16:30,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-03-18:47,,BUENOS AIRES,VILLA MADERO,CAAGUAZU,1382,,, 1768,DECLARADO,BUENOS AIRES,VILLA MADERO,CAAGUAZU,1382,,, 1768,DECLARADO
33717169919,ESTABLECIMIENTO LA CHIAREZZA S.A.S.,2021-05-10-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-10-16:05,,CORDOBA,MONTE CRISTO,MEMIROSKY ZULEMA,379,,, 5125,DECLARADO,CORDOBA,MONTE CRISTO,MEMIROSKY ZULEMA,379,,, 5125,DECLARADO
33717170089,CATUS,2021-05-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-29-08:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BONPLAND,1591,9,E, 1414,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BONPLAND,1591,9,E, 1414,DECLARADO
33717170119,TRIMARELLI S.A.S.,2021-04-22-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-08-08:25,,MENDOZA,VILLA NUEVA,25 DE MAYO,4905,,, 5523,DECLARADO,MENDOZA,VILLA NUEVA,25 DE MAYO,4905,,, 5523,DECLARADO
33717170259,ESTANCIA LOS GLADIOLOS,2021-04-19-00:00,SOCIEDAD ANONIMA,2021-05-29-08:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HELGUERA,1541,2,, 1416,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HELGUERA,1541,2,, 1416,DECLARADO
33717170399,CARNES DE PUNILLA S.A.S.,2021-05-17-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-02-08:56,,CORDOBA,VILLA CARLOS PAZ,RAMON JOSE CARCANO,520,,, 5152,DECLARADO,CORDOBA,VILLA CARLOS PAZ,RAMON JOSE CARCANO,520,,, 5152,DECLARADO
33717170429,ARGPAGOS S.A.,2021-04-30-12:00,SOCIEDAD ANONIMA,2021-06-15-19:01,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEIRO FRANCISCO AV.,4640,5,D, 1419,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEIRO FRANCISCO AV.,4640,5,D, 1419,DECLARADO
33717170569,HUNAS S.A.S.,2021-05-10-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-02-14:19,,CORDOBA,RIO TERCERO,PIO X,115,,, 5850,DECLARADO,CORDOBA,RIO TERCERO,PIO X,115,,, 5850,DECLARADO
33717170739,SERIN SALUD,2020-12-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-29-08:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALLAO AV.,257,2,E, 1022,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALLAO AV.,257,2,E, 1022,DECLARADO
33717170909,COOP DE TRABAJO CASA VIOLETA CALAMUCHITA LTDA,2020-10-13-00:00,COOPERATIVA,2021-06-15-08:05,,CORDOBA,VILLA DEL DIQUE,SANTIAGO DEL ESTERO,100,,, 5862,DECLARADO,CORDOBA,VILLA DEL DIQUE,SANTIAGO DEL ESTERO,100,,, 5862,DECLARADO
33717171239,CONSTRUCCIONES ESTRADA,2021-05-13-00:00,SOCIEDAD ANONIMA,2021-06-01-16:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JURAMENTO,2017,5,A, 1428,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JURAMENTO,2017,5,A, 1428,DECLARADO
33717171379,ANGIPA S.A.S.,2021-04-23-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-16:07,,MENDOZA,TUNUYAN,ALMIRANTE BROWN,923,,, 5560,DECLARADO,MENDOZA,TUNUYAN,ALMIRANTE BROWN,923,,, 5560,DECLARADO
33717171409,MADERAS AYAPINO S.A.,2020-09-18-00:00,SOCIEDAD ANONIMA,2021-06-15-08:12,,BUENOS AIRES,AYACUCHO,MURGIER,975,,, 7150,DECLARADO,BUENOS AIRES,AYACUCHO,MURGIER,975,,, 7150,DECLARADO
33717171549,TECHNOLOGY SOLUTIONS S.A.S.,2021-03-04-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-04-08:17,,NEUQUEN,NEUQUEN,MARTIN FIERRO,70,,, 8300,DECLARADO,NEUQUEN,NEUQUEN,MARTIN FIERRO,70,,, 8300,DECLARADO
33717171689,NICARAGUA 4356,2021-05-17-00:00,SOCIEDAD ANONIMA,2021-06-01-16:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,567,9,902, 1017,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,567,9,902, 1017,DECLARADO
33717171719,MARZULLO FERNANDO Y ATAURI MARIA PAZ SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-05-10-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-04-08:41,,BUENOS AIRES,PINAMAR,GULLIVER,1381,,, 7167,DECLARADO,BUENOS AIRES,PINAMAR,GULLIVER,1381,,, 7167,DECLARADO
33717171859,CHURCHILL CIGAR STORE,2021-04-23-00:00,SOCIEDAD ANONIMA,2021-06-01-16:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1847,2,G, 1045,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1847,2,G, 1045,DECLARADO
33717171999,LOGISTICA RED DE SEGURIDAD MOVIL,2021-04-05-00:00,SOCIEDAD ANONIMA,2021-06-01-16:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AUSTRIA,1926,8,A, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AUSTRIA,1926,8,A, 1425,DECLARADO
33717172049,MAERO S.A.,2020-10-16-00:00,SOCIEDAD ANONIMA,2021-06-11-08:13,,CHUBUT,TORRO HOSCO,BUENOS AIRES,473,,, 9207,DECLARADO,CHUBUT,TRELEW,BUENOS AIRES,473,,, 9100,DECLARADO
33717172359,TOROS CAPITAL,2021-05-04-00:00,SOCIEDAD ANONIMA,2021-06-01-16:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,1441,3,309, 1088,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,1441,3,309, 1088,DECLARADO
33717172499,CAMON SALUD S.A.S.,2021-04-21-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-02-04:31,,MENDOZA,GUAYMALLEN,BERNARDO RASQUIN,2975,,, 5519,DECLARADO,MENDOZA,GUAYMALLEN,BERNARDO RASQUIN,2975,,, 5519,DECLARADO
33717172529,GUALUMA SA,2021-03-29-00:00,SOCIEDAD ANONIMA,2021-06-10-08:15,,MENDOZA,CORONEL DORREGO,OLEGARIO VICTOR ANDRADE,329,,, 5519,DECLARADO,MENDOZA,CORONEL DORREGO  -  (DEP 631),OLEGARIO VICTOR ANDRADE,329,,, 5519,DECLARADO
33717172669,PAPNOR S.R.L.,2021-05-18-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-14-05:08,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,2589,6,32, 1046,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,2589,6,32, 1046,DECLARADO
33717172839,OLIVA Y GORORDO HERMANOS SOCIEDAD DE LA SECC. IV LGS,2021-04-21-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-12-08:10,,LA PAMPA,INGENIERO LUIGGI,MORENO,503,,, 6205,DECLARADO,LA PAMPA,INGENIERO LUIGGI,MORENO,503,,, 6205,DECLARADO
33717172979,OSMAR MANCINO MADERAS S.R.L.,2020-08-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-03-08:32,,BUENOS AIRES,LOBOS,HIPOLITO YRIGOYEN,2408,,, 7240,DECLARADO,BUENOS AIRES,LOBOS,HIPOLITO YRIGOYEN,2408,,, 7240,DECLARADO
33717173029,ARIEL FERNANDO GODOY Y ALFREDO MANUEL PALTA,2021-05-07-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-07-14:33,,BUENOS AIRES,MAR DEL PLATA SUR,433 BIS,1552,,, 7600,DECLARADO,BUENOS AIRES,MAR DEL PLATA SUR,433 BIS,1552,,, 7600,DECLARADO
33717173169,FUNDACION COPHISEC,2020-10-19-00:00,FUNDACION,2021-06-15-22:01,,CORDOBA,BARRIO CENTRO AMERICA,OLMOS EMILIO F,33,3,D, 5000,DECLARADO,CORDOBA,BARRIO CENTRO AMERICA,OLMOS EMILIO F,33,3,D, 5000,DECLARADO
33717173339,"BLUMENTHAL MICAELA BETINA, BLUMENTHAL MAIA AGUSTINA Y BLUMENTHAL MATIAS NAHUEL",2021-05-17-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-11-15:23,,SANTA FE,MOISES VILLE,9 DE JULIO,467,,, 2313,DECLARADO,SANTA FE,MOISES VILLE,9 DE JULIO,467,,, 2313,DECLARADO
33717173509,HURRY UP,2021-03-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-03-08:32,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,3445,2,B, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,3445,2,B, 1425,DECLARADO
33717173649,LARTO S.A.S.,2021-05-24-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-15-08:43,,CORDOBA,BARRIO GENERAL PAZ NORTE,LIMA,1601,,, 5000,CONFIRMADO,CORDOBA,BARRIO SANTA CLARA DE ASIS    *,LEON Y PIZARRO R,2338,,, 5012,DECLARADO
33717173789,ABC DESIGN,2021-04-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-03-08:32,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LOS INCAS AV.,5150,4,A, 1427,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LOS INCAS AV.,5150,4,A, 1427,DECLARADO
33717173819,SECURITY CENTRAL DE MONITOREO S.A.S.,2021-05-20-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-22:05,,CORDOBA,ARROYITO,LUDUEÑA PINDARO,536,,, 2434,DECLARADO,CORDOBA,ARROYITO,LUDUEÑA PINDARO,536,,, 2434,DECLARADO
33717173959,SOCIEDAD DE FOMENTO DOMSELAAR ATLETICO,2013-08-15-00:00,ASOCIACION CIVIL,2021-06-03-08:32,,BUENOS AIRES,DOMSELAAR,CHACABUCO,482,,, 1984,DECLARADO,BUENOS AIRES,DOMSELAAR,CHACABUCO,482,,, 1984,DECLARADO
33717174289,FARO 21 S.A.,2020-09-15-00:00,SOCIEDAD ANONIMA,2021-06-11-08:13,,MENDOZA,MENDOZA CIUDAD,RIVADAVIA,75,5,25, 5500,DECLARADO,MENDOZA,MENDOZA CIUDAD,RIVADAVIA,75,5,25, 5500,DECLARADO
33717174319,COLKER S.A.S,2021-01-05-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-03-08:32,,CHUBUT,GAIMAN,CHACRA,205,,, 9105,DECLARADO,CHUBUT,GAIMAN,CHACRA,205,,, 9105,DECLARADO
33717174459,JABIRU CLUB DE VUELO - ASOCIACION CIVIL,2019-08-02-12:00,ASOCIACION CIVIL,2021-06-07-06:01,,CORRIENTES,CORRIENTES,ESPARTA,3345,,, 3400,DECLARADO,CORRIENTES,CORRIENTES,ESPARTA,3345,,, 3400,DECLARADO
33717174599,TEOMAR - SOCIEDAD DE LA SECCION IV DE LA LEY 19550,2021-04-22-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-03-08:32,,SANTA FE,RUFINO,GARAY,951,,, 6100,DECLARADO,SANTA FE,RUFINO,GARAY,951,,, 6100,DECLARADO
33717174769,COOP DE TRABAJO LA NUEVA ESPERANZA LTDA,2016-01-15-00:00,COOPERATIVA,2021-06-05-08:12,,JUJUY,SAN SALVADOR DE JUJUY,LARREA,592,,, 4600,DECLARADO,JUJUY,SAN SALVADOR DE JUJUY,LARREA,592,,, 4600,DECLARADO
33717174939,VIÑA TEMPORA SPA,2021-01-21-00:00,SUCURSAL EMPRESA EXTRANJERA,2021-06-11-08:13,,MENDOZA,MENDOZA,25 DE MAYO,19,,B, 5500,DECLARADO,MENDOZA,MENDOZA,25 DE MAYO,19,,B, 5500,DECLARADO
33717175129,DURRE S.A.S.,2021-05-27-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-15-22:02,,CORDOBA,ARGUELLO,GUILLERMO OSTWALD 6269,0,,, 5147,DECLARADO,CORDOBA,ARGUELLO,GUILLERMO OSTWALD 6269,0,,, 5147,DECLARADO
33717175269,XS LIGHTING,2021-05-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-04-08:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTES DE OCA MANUEL,680,,, 1270,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTES DE OCA MANUEL,680,,, 1270,DECLARADO
33717175439,RECAUDACIONES B.A.,2021-05-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-04-08:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ACASSUSO,7565,,, 1440,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ACASSUSO,7565,,, 1440,DECLARADO
33717175579,MARCELINO Y COTARI S. CAP I SECC IV,2021-03-04-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-04-08:17,,BUENOS AIRES,MERLO,RIOJA,377,,, 1722,DECLARADO POR INTERNET,BUENOS AIRES,MERLO,RIOJA,377,,, 1722,DECLARADO POR INTERNET
33717175609,ASOCIACION PICO ROLLER CLUB,2020-09-21-00:00,ASOCIACION CIVIL,2021-06-14-06:02,,LA PAMPA,GENERAL PICO,48,220,,, 6360,DECLARADO POR INTERNET,LA PAMPA,GENERAL PICO,48,220,,, 6360,DECLARADO POR INTERNET
33717175749,CAMPOS DE ALAMOS S.R.L.,2020-02-18-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-10-08:15,,SANTA FE,ROSARIO SUD,24 DE SEPTIEMBRE,430,,, 2000,DECLARADO,SANTA FE,ROSARIO SUD,24 DE SEPTIEMBRE,430,,, 2000,DECLARADO
33717175889,SER INTERIOR,2021-05-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-04-08:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GASCON,1467,,, 1181,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GASCON,1467,,, 1181,DECLARADO
33717176109,PRENSO S.A.S.,2021-05-20-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-11:19,,CORDOBA,ALTA GRACIA,MANUEL BELGRANO,415,,, 5186,DECLARADO,CORDOBA,ALTA GRACIA,MANUEL BELGRANO,415,,, 5186,DECLARADO
33717176249,GRANJA MEDRANO S.A.,2021-04-14-00:00,SOCIEDAD ANONIMA,2021-06-14-16:45,,MENDOZA,GENERAL SAN MARTIN,ALBUERA,615,,, 5570,DECLARADO,MENDOZA,GENERAL SAN MARTIN,ALBUERA,615,,, 5570,DECLARADO
33717176389,TIENDANANO,2021-05-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-05-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,766,8,46, 1015,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,766,8,46, 1015,DECLARADO
33717176419,N72,2021-04-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-05-08:12,,BUENOS AIRES,VILLA ELISA,CALLE 22,654,,, 1894,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,1217,12,125, 1093,DECLARADO
33717176559,MANOO SOCIEDAD POR ACCIONES SIMPLIFICADA,2021-06-02-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-15-22:00,,CORDOBA,VILLA CLARET                  *,NUÑEZ Y GIL,4836,,, 5009,DECLARADO,CORDOBA,VILLA CLARET                  *,NUÑEZ Y GIL,4836,,, 5009,DECLARADO
33717176699,PINCOR S.A.,2021-06-01-00:00,SOCIEDAD ANONIMA,2021-06-07-12:22,,CORDOBA,JARDIN GENERAL ARENALES       *,LAS MALVINAS,8847,,, 5012,DECLARADO,CORDOBA,JARDIN GENERAL ARENALES       *,LAS MALVINAS,8847,,, 5012,DECLARADO
33717176729,PASTOR BAUMAN 1658,2021-04-27-00:00,SOCIEDAD ANONIMA,2021-06-05-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIEDRAS,621,PB,, 1070,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIEDRAS,621,PB,, 1070,DECLARADO
33717176869,FORZA S. A. S.,2021-03-25-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-15-09:13,,SANTA FE,CHAÑAR LADEADO,URQUIZA,534,,, 2643,DECLARADO POR INTERNET,SANTA FE,CHAÑAR LADEADO,URQUIZA,534,,, 2643,DECLARADO POR INTERNET
33717177059,DESAF HYGIENIC S.R.L.,2020-12-14-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-07-04:31,,BUENOS AIRES,LOMAS DEL MIRADOR,AV. GRAL PAZ,12191,PB,D, 1752,DECLARADO,BUENOS AIRES,LOMAS DEL MIRADOR,AV. GRAL. PAZ,12191,PB,D, 1752,DECLARADO
33717177199,FUNDACION QUE GOLAZO,2019-09-18-00:00,FUNDACION,2021-06-07-04:31,,RIO NEGRO,LAMARQUE,MARIANO MORENO,1035,,, 8363,DECLARADO,RIO NEGRO,LAMARQUE,MARIANO MORENO,1035,,, 8363,DECLARADO
33717177229,CONSTRUCCIONES EXCLUSIVAS S..R.L.,2021-01-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-15-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,"VERA PEÑALOZA,ROSARIO, BOULEVARD",599,17,C, 1107,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,"VERA PEÑALOZA,ROSARIO, BOULEVARD",599,17,C, 1107,DECLARADO
